Date,Region,stock_nappe,precip_tot,T2M,surf_agri,prelev_agri_pct,prelev_dom_pct,prelev_ind_pct,press_ress_int,prelev_total_bm3,indice_stress,croiss_pop,ress_capita,indice_aridite
2018-02-01,Souss-Massa,38.269197475,49.37,13.12,304481.882789041,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.09740651948518,808.452839023905,2.13538062283737
2018-03-01,Souss-Massa,50.51379965,46.83,16.09,303780.808663014,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.09177438150868,807.816638239825,1.79494059026447
2018-04-01,Souss-Massa,53.75774154,14.88,17.55,303004.619452055,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.08553880017756,807.112273086023,0.54010889292196
2018-05-01,Souss-Massa,55.688241,9.73,18.86,302253.46860274,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.07950436663132,806.430629388795,0.337144837144837
2018-06-01,Souss-Massa,60.86922075,0.54,22.12,301477.279391781,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.0732687853002,805.726264234992,0.0168119551681196
2018-07-01,Souss-Massa,66.40911102,0.05,28.3,300726.128542466,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.06723435175395,805.044620537764,0.00130548302872063
2018-08-01,Souss-Massa,62.35718155,2.04,28.81,299949.939331507,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.06099877042283,804.340255383962,0.0525637722236537
2018-09-01,Souss-Massa,65.0746164,5.95,26.52,299173.750120548,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.05476318909171,803.63589023016,0.162924424972618
2018-10-01,Souss-Massa,78.72554474,43.53,21.74,298422.599271233,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.04872875554547,802.954246532932,1.37145557655955
2018-11-01,Souss-Massa,93.475778575,74.21,16.62,297646.410060274,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.04249317421435,802.249881379129,2.7877535687453
2018-12-01,Souss-Massa,92.19607086,0.46,16.37,296895.259210959,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.0364587406681,801.568237681901,0.0174440652256352
2019-01-01,Souss-Massa,76.848297125,0.63,13.37,296119.07,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.03022315933698,800.863872528099,0.0269576379974326
2019-02-01,Souss-Massa,62.86024475,5.08,15.94,296373.31450411,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02983516709697,800.169802168271,0.195836545875096
2019-03-01,Souss-Massa,50.40445995,10.36,18.5,296602.95470137,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02948472249309,799.542899907782,0.363508771929825
2019-04-01,Souss-Massa,47.76808932,14.73,19,296857.199205479,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02909673025308,798.848829547954,0.507931034482759
2019-05-01,Souss-Massa,48.414836875,1.84,25.18,297103.242273973,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02872125389178,798.177148554573,0.0523024445707789
2019-06-01,Souss-Massa,48.53006075,0.56,23.68,297357.486778082,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02833326165177,797.483078194745,0.0166270783847981
2019-07-01,Souss-Massa,46.73700562,0.5,26.26,297603.529846575,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02795778529047,796.811397201364,0.0137892995035852
2019-08-01,Souss-Massa,41.445320125,2.58,29.88,297857.774350685,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02756979305045,796.117326841536,0.0646940822467402
2019-09-01,Souss-Massa,46.2908783,0.55,25.37,298112.018854795,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02718180081044,795.423256481708,0.0155499010460843
2019-10-01,Souss-Massa,40.748045925,2.46,23.67,298358.061923288,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02680632444914,794.751575488327,0.0730620730620731
2019-11-01,Souss-Massa,27.041275025,8.4,18.7,298612.306427397,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02641833220913,794.057505128499,0.292682926829268
2019-12-01,Souss-Massa,46.01949272,46.75,15.6,298858.34949589,87.7768191,10.19077749,2.032403413,36.4586206896552,10.573,50.75121202,1.02604285584783,793.385824135118,1.826171875
